时间,LD1电流(A),LD1电压(V),LD2电流(A),LD2电压(V),PD温度(℃),PD功率(W),TEC1温度(℃),TEC1电流(A),TEC1功率(W),TEC2温度(℃),TEC2电流(A),TEC2功率(W),TEC3温度(℃),TEC3电流(A),TEC3功率(W),TEC4温度(℃),TEC4电流(A),TEC4功率(W),
2025年12月13日 18:11:33.354,0.4,0.9,0.4,0.9,2342.0,1970.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:34.355,0.4,0.9,0.4,0.9,2327.0,2015.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:35.359,0.4,0.9,0.4,1.0,2342.0,2023.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:36.356,0.4,0.9,0.4,0.9,2281.0,1992.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:37.353,0.4,0.8,0.4,1.0,2364.0,1983.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:38.355,0.4,0.9,0.4,1.0,2430.0,1985.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:39.355,0.4,0.8,0.4,0.9,2240.0,2037.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:40.355,0.4,0.9,0.4,1.0,2210.0,2015.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:41.354,0.4,0.9,0.4,0.9,2405.0,1983.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:42.354,0.4,0.9,0.4,0.9,2323.0,2017.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:43.356,0.4,0.9,0.4,0.9,2360.0,1956.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:44.354,0.4,0.8,0.4,1.0,2376.0,1993.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:45.355,0.4,0.9,0.4,1.0,2410.0,1990.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:46.355,0.4,0.9,0.4,1.0,2347.0,2000.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:47.354,0.4,0.9,0.4,0.9,2335.0,1993.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:11:48.354,0.4,0.9,0.4,1.0,2353.0,1976.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:49.354,0.4,0.9,0.4,1.0,2317.0,2003.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:50.355,0.4,0.9,0.4,1.0,2368.0,2013.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:51.355,0.4,0.9,0.4,1.0,2200.0,2029.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:52.354,0.4,0.9,0.4,0.9,2233.0,2063.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:53.355,0.4,0.9,0.4,0.9,2350.0,1989.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:54.355,0.4,0.9,0.4,0.9,2321.0,1985.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:55.355,0.4,0.9,0.4,0.9,2163.0,2025.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:56.355,0.4,0.9,0.4,1.0,2248.0,2036.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:57.355,0.4,0.9,0.4,0.9,2164.0,2038.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:58.355,0.4,0.8,0.4,0.9,2186.0,2052.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:11:59.360,0.4,0.9,0.4,0.9,2209.0,2034.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:00.355,0.4,0.9,0.4,1.0,2377.0,1958.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:01.355,0.4,0.9,0.4,0.9,2351.0,2018.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:02.355,0.4,0.9,0.4,1.0,2384.0,1985.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:03.355,0.4,0.9,0.4,0.9,2403.0,1996.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:04.355,0.4,0.9,0.4,1.0,2418.0,2031.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:05.355,0.4,0.9,0.4,0.9,2358.0,1993.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:08.367,0.4,0.9,0.4,1.0,2375.0,2009.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:09.368,0.4,0.9,0.4,0.9,2330.0,1996.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:10.363,0.4,0.9,0.4,0.9,2326.0,2034.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:12.366,0.4,0.8,0.4,1.0,2271.0,2030.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:14.907,0.4,0.9,0.4,1.0,2371.0,1959.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:18.001,0.4,0.9,0.4,0.9,2372.0,1979.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:23.052,0.4,0.9,0.4,1.0,2355.0,2001.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:24.060,0.4,0.9,0.4,1.0,2418.0,1973.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:25.109,0.4,0.9,0.4,1.0,2413.0,1986.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:25.111,0.4,0.9,0.4,1.0,2413.0,1986.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:25.125,0.4,0.9,0.4,1.0,2413.0,1986.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:25.130,0.4,0.9,0.4,1.0,2413.0,1986.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:25.156,0.4,0.9,0.4,0.9,2310.0,2046.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:25.196,0.4,1.0,0.4,1.0,2354.0,1986.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:25.209,0.4,0.8,0.4,1.0,2330.0,2002.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:25.256,0.4,0.9,0.4,1.0,2236.0,2030.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:26.121,0.4,0.9,0.4,0.9,2234.0,2063.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:27.119,0.4,0.9,0.4,1.0,2330.0,2080.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:28.119,0.4,0.9,0.4,0.9,2339.0,2047.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:29.112,0.4,0.9,0.4,1.0,2357.0,2025.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:30.125,0.4,1.0,0.4,0.9,2219.0,2038.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:31.125,0.4,0.8,0.4,1.0,2324.0,2027.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:32.114,0.4,0.9,0.4,1.0,2266.0,2021.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:33.113,0.4,1.0,0.4,1.0,2345.0,1968.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:34.113,0.4,0.9,0.4,1.0,2412.0,2012.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:35.110,0.4,0.9,0.4,1.0,2399.0,1976.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:36.118,0.4,0.9,0.4,1.0,2206.0,2037.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:37.116,0.4,0.9,0.4,1.0,2398.0,2025.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:38.119,0.4,0.9,0.4,0.9,2192.0,2052.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:39.118,0.4,0.9,0.4,1.0,2349.0,2008.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:40.116,0.4,0.9,0.4,1.0,2349.0,2003.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:41.116,0.4,0.9,0.4,0.9,2268.0,2044.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:42.119,0.4,0.9,0.4,0.9,2344.0,1973.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:43.118,0.4,0.8,0.4,0.9,2370.0,1970.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:44.117,0.4,0.9,0.4,1.0,2172.0,2065.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:45.121,0.4,0.9,0.4,1.0,2363.0,2037.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:46.115,0.4,0.9,0.3,0.9,2239.0,2052.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:47.115,0.4,0.9,0.4,0.9,2393.0,2002.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:48.121,0.4,0.9,0.4,1.0,2308.0,2037.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:49.118,0.4,0.9,0.4,0.9,2337.0,2018.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:50.124,0.4,0.9,0.4,1.0,2232.0,2003.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:51.120,0.4,0.9,0.4,1.0,2340.0,2002.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:52.115,0.4,0.9,0.4,0.9,2358.0,1994.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:53.110,0.4,0.9,0.4,1.0,2325.0,1978.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:54.120,0.4,0.9,0.4,0.9,2287.0,1978.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:55.119,0.4,0.9,0.4,1.0,2329.0,2036.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:56.119,0.4,0.9,0.4,0.9,2367.0,1999.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:57.118,0.4,0.9,0.4,1.0,2232.0,2074.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:58.114,0.4,0.9,0.4,1.0,2353.0,1984.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:12:59.112,0.4,0.8,0.4,1.0,2290.0,2021.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:00.124,0.4,0.9,0.4,0.9,2333.0,1991.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:01.124,0.4,0.9,0.4,1.0,2271.0,2081.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:02.120,0.4,0.8,0.4,1.0,2262.0,2061.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:03.118,0.4,0.9,0.4,0.9,2284.0,2022.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:04.116,0.4,0.9,0.4,1.0,2390.0,1984.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:05.130,0.4,0.9,0.4,0.9,2327.0,2075.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:06.122,0.4,0.9,0.4,1.0,2235.0,2014.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:07.116,0.4,0.9,0.4,1.0,2350.0,1945.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:08.113,0.4,0.9,0.4,1.0,2403.0,2022.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:09.112,0.4,0.9,0.4,1.0,2303.0,2010.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:10.119,0.4,0.9,0.4,1.0,2349.0,1975.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:11.142,0.4,0.8,0.4,0.9,2335.0,2031.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:12.115,0.4,0.8,0.4,1.0,2363.0,1959.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:13.111,0.4,0.9,0.4,0.9,2324.0,2016.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:14.112,0.4,0.9,0.4,0.9,2351.0,2020.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:22.110,0.4,0.9,0.4,0.9,2339.0,2003.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:23.110,0.4,0.9,0.4,1.0,2284.0,1997.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:24.111,0.4,0.9,0.4,0.9,2392.0,1990.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:25.111,0.4,0.9,0.4,0.9,2374.0,2026.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:26.110,0.4,0.9,0.4,0.9,2315.0,2034.0, -259.7,-19.9,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:13:27.110,0.4,0.9,0.4,0.9,2267.0,1978.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:28.110,0.4,0.9,0.4,0.9,2287.0,2038.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:29.111,0.4,0.9,0.4,0.9,2345.0,2024.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:30.110,0.4,0.9,0.4,1.0,2275.0,2010.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:31.111,0.4,1.0,0.4,1.0,2233.0,2056.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:32.112,0.4,0.9,0.4,0.9,2360.0,2013.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:33.112,0.4,0.9,0.4,1.0,2346.0,2029.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:34.112,0.4,0.9,0.4,1.0,2244.0,2043.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:35.112,0.4,0.9,0.4,0.9,2336.0,2007.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:36.111,0.4,1.0,0.4,1.0,2303.0,1982.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:37.110,0.4,0.9,0.4,1.0,2274.0,2027.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:38.110,0.4,0.9,0.3,0.9,2228.0,2036.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:39.110,0.4,0.9,0.4,0.9,2160.0,2085.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:40.110,0.4,0.9,0.4,1.0,2341.0,2030.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:41.111,0.4,0.9,0.4,1.0,2366.0,1992.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:42.111,0.4,1.0,0.4,1.0,2355.0,2015.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:43.110,0.4,0.9,0.4,1.0,2289.0,1991.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:44.114,0.4,0.9,0.4,1.0,2247.0,2029.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:45.112,0.4,0.9,0.4,1.0,2297.0,2022.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:46.111,0.4,0.9,0.4,1.0,2368.0,1972.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:47.110,0.4,0.9,0.4,0.9,2313.0,2020.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:48.122,0.4,0.9,0.4,0.9,2450.0,2022.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:49.122,0.4,0.9,0.4,1.0,2262.0,2015.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:50.120,0.3,0.8,0.4,0.9,2252.0,2107.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:51.123,0.4,0.9,0.4,0.9,2349.0,2016.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:52.119,0.4,0.9,0.4,1.0,2282.0,2050.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:53.117,0.4,0.9,0.4,0.9,2378.0,2001.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:54.112,0.4,0.9,0.4,0.9,2267.0,2006.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:55.123,0.4,0.9,0.4,0.9,2295.0,2012.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:56.119,0.4,1.0,0.4,0.9,2206.0,2029.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:57.118,0.4,0.9,0.4,0.9,2286.0,2025.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:58.116,0.4,0.9,0.4,1.0,2407.0,2009.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:13:59.113,0.4,0.9,0.4,0.9,2374.0,1975.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:14:00.110,0.4,0.9,0.4,1.0,2409.0,1982.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:14:01.112,0.4,0.9,0.4,0.9,2334.0,2044.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:14:02.125,0.4,0.9,0.4,1.0,2323.0,2020.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
